analyte,modality,position,index,prominence,width_cm,rel_intensity,height,snr
acetoacetate,sers,808.0,144,5.728605568441919,25.507105511841814,1.0,4.231686538705854,5728605568.441919
acetoacetate,sers,726.0,103,3.821477434953213,14.988048860754617,0.8241125821070087,3.20677374670381,212.18582683463558
acetoacetate,sers,1468.0,474,3.772329108700026,56.663681509202775,0.6726132805656332,2.323972839230155,3772329108.7000256
acetoacetate,sers,1320.0,400,2.9771974411232565,61.9610531127928,0.5135016778120166,1.396814325155298,2977197441.123256
acetoacetate,sers,1210.0,345,2.723222164464738,17.67192431708031,0.4984185236181383,1.3089233443095267,2723222164.464738
acetoacetate,sers,1722.0,601,2.1796219680553612,9.48558275929031,0.4613062428664045,1.0926665378905218,34.16937186173783
acetoacetate,sers,1636.0,558,2.0629074984846394,73.42912977571041,0.3880393685137563,0.6657334595976719,72.21530540977624
acetoacetate,sers,1120.0,300,1.8844117446988742,27.356414578180534,0.4182654430934214,0.8418636846007704,1884411744.698874
acetoacetate,sers,1188.0,334,1.8312175720439394,15.353403149357064,0.480904778444525,1.2068690775556588,1831217572.0439394
acetoacetate,sers,596.0,38,1.7539353925843209,15.991660724622648,0.37223817118578234,0.5736583727927599,1753935392.5843208
acetoacetate,sers,1258.0,369,1.7359703753244096,10.400095132422393,0.35074992017437423,0.44844428071516723,1735970375.3244095
acetoacetate,sers,528.0,4,1.729934589390007,13.639941098102277,0.5706691398451738,1.729934589390007,1729934589.390007
acetoacetate,sers,1680.0,580,1.712374095154538,15.331084882014693,0.35862763798013203,0.49434849517020885,26.84444737724175
acetoacetate,sers,954.0,217,1.6399122439392113,10.851147918347351,0.3869844843225192,0.6595865486097731,1639912243.9392111
acetoacetate,sers,620.0,50,1.6093552055128022,7.173937896455712,0.3081146880966473,0.20000470914204102,1609355205.5128021
acetoacetate,sers,1392.0,436,1.5104000298633882,17.429591207986732,0.2987109422607761,0.14520818352709308,1510400029.863388
acetoacetate,sers,1044.0,262,1.3108308417860974,28.661335069024346,0.35347882832637045,0.4643458892934521,71.60284384589426
acetoacetate,sers,1438.0,459,1.2891775666053946,8.663120381822978,0.6598586140053652,2.249650178337535,1289177566.6053946
acetoacetate,sers,876.0,178,1.2872383979787951,12.22858367739633,0.37475496535336245,0.5883239729140737,1287238397.978795
acetoacetate,sers,1344.0,412,1.1497884482423006,7.925934217376835,0.47885898900401475,1.194948066988562,34.617851436869465
acetoacetate,sers,978.0,229,1.1091946168323714,9.800384730299811,0.2738693202801186,0.00045367836092470305,94.98101342854858
acetoacetate,sers,1070.0,275,1.0803415431409484,11.794259869138273,0.3420955541517718,0.39801446288345926,88.79412581261053
acetoacetate,sers,1004.0,242,1.0235661377733494,10.702527585510495,0.28667721851906935,0.07508652533209029,1023566137.7733493
acetoacetate,sers,1520.0,500,0.9393650971108765,13.388993863444512,0.3311134740134593,0.334020832461322,27.90566263576864
acetoacetate,sers,678.0,79,0.8954439583118586,15.305521535338556,0.22718307143227,-0.27159155505003973,29.213282353235794
acetoacetate,sers,930.0,205,0.8934272911270967,17.679672587478024,0.2696518863963939,-0.024121711900828367,893427291.1270967
acetoacetate,sers,1370.0,425,0.8210118639850172,7.3071320046292385,0.3788028148767993,0.6119111789028147,821011863.9850172
acetoacetate,sers,1284.0,382,0.818517624222062,7.88017569154249,0.31495332198822,0.23985408233345246,818517624.2220619
acetoacetate,sers,562.0,21,0.7765731958540718,12.463356742617599,0.37844319284473416,0.6098156269562081,776573195.8540717
acetoacetate,sers,1238.0,359,0.6568641612338925,8.031573671419665,0.23395102643656043,-0.23215403448895203,656864161.2338924
acetoacetate,sers,856.0,168,0.6360974278685021,10.389133100039203,0.3525347769500408,0.4588448117092896,636097427.868502
acetoacetate,sers,652.0,66,0.6000257317094158,7.440618715817038,0.17866527558385087,-0.5543093878573968,9.702803542802268
acetoacetate,sers,1142.0,311,0.5831715246913122,10.496605199569217,0.2277148250675055,-0.26849297580272824,10.858258483087239
acetyl-coa,sers,808.0,144,4.600420072914941,30.60000292248742,1.0,2.932035312977307,4600420072.914941
acetyl-coa,sers,1340.0,410,3.977756534405634,39.717494412576684,0.9352292516876436,2.621982901417062,126.0675524747405
acetyl-coa,sers,1050.0,265,3.587155368912418,23.447110095897642,0.8866649990838223,2.38950969356062,3587155368.912418
acetyl-coa,sers,1610.0,545,3.076968580932613,13.581621243560676,0.7503381296788109,1.7369238315655848,47.40074724965836
acetyl-coa,sers,1452.0,466,2.9063552519743587,26.265972647712033,0.7881586096860738,1.9179674560126547,39.00077903079404
acetyl-coa,sers,872.0,176,2.636623394093042,35.26224239457713,0.7068823927995035,1.5289046814612717,168.42381731956533
acetyl-coa,sers,1192.0,336,2.2489118069264533,14.444362773977218,0.580181557438149,0.9223978774787189,19.970812608144392
acetyl-coa,sers,1678.0,579,2.0977659866518974,8.789997706479426,0.5493467326100414,0.7747940277920129,52.572150701762055
acetyl-coa,sers,704.0,92,1.976370687496226,9.471239496211524,0.5297856613641082,0.681156738266575,1976370687.4962258
acetyl-coa,sers,1640.0,560,1.9643141159825115,11.6610283074167,0.5451968618420793,0.7549289270668359,18.975327404924016
acetyl-coa,sers,1698.0,589,1.8478719676092306,9.319584513597647,0.5217896666865067,0.6428805488259745,46.3541717672663
acetyl-coa,sers,972.0,226,1.8060523811330846,18.450271737855587,0.5384235253194823,0.7225055047989226,233.86294604682226
acetyl-coa,sers,938.0,209,1.7744078795378704,9.042153855831998,0.5332688800342498,0.6978306285150075,51.716963706132624
acetyl-coa,sers,524.0,2,1.7232893273731364,7.017657789710243,0.7474898465934807,1.7232893273731364,45.052547078612335
acetyl-coa,sers,1022.0,251,1.705538445548712,11.28173616727031,0.6234831560549956,1.1296791800016022,1705538445.5487118
acetyl-coa,sers,686.0,83,1.6963932888410382,14.551131872523712,0.48254606882666423,0.4550245726055568,1696393288.8410382
acetyl-coa,sers,1114.0,297,1.6857542183743381,11.818155386712533,0.6518420756314411,1.265431068516415,28.201502771733505
acetyl-coa,sers,654.0,67,1.6616926911129724,15.50560629635892,0.45312730401462603,0.31419928939115777,1661692691.1129723
acetyl-coa,sers,1270.0,375,1.659466710505604,8.163239250388074,0.6008978526143112,1.021565131915666,19.147893260911506
acetyl-coa,sers,570.0,25,1.6118201289042404,16.554771918118405,0.48950397672027823,0.48833152332080026,32.476738885410654
acetyl-coa,sers,924.0,202,1.5626939749637958,6.632382380453805,0.523094755774884,0.6491279063090303,45.54634169458438
acetyl-coa,sers,728.0,104,1.5373219135128782,14.145781399142123,0.527580292960432,0.6705998154309597,1537321913.5128782
acetyl-coa,sers,1478.0,479,1.4897825476998428,6.000466974365622,0.7145760347436337,1.5657335324567074,16.03382681281827
acetyl-coa,sers,988.0,234,1.4344868263927022,7.806929606278459,0.4702658958062811,0.39624036278007746,1434486826.392702
acetyl-coa,sers,1434.0,457,1.3482906581215155,7.453258901867798,0.6819603212565083,1.4096047106516323,32.72836474008756
acetyl-coa,sers,1722.0,601,1.2469845548894334,6.666445689783586,0.42633126032718116,0.18592876323481486,20.035721435622094
acetyl-coa,sers,622.0,51,1.1735040283417626,8.008530660709951,0.38304202743199955,-0.02129334556369753,42.35293173122915
