cm_n,cm_chance_top1,cm_top1_r2s,cm_top1_s2r,cm_top1,cm_top3,cm_top5,cm_mrr,cm_median_rank,cm_matched_cos,cm_mismatched_cos,cm_matched_minus_mismatched,pk_matched,pk_mismatched,pk_random,pk_effect_vs_mismatched,pk_effect_size,pk_n_analytes,rep_raman_replicate_cos,rep_raman_replicate_var,rep_raman_between_analyte_cos,rep_raman_replicate_margin,rep_sers_replicate_cos,rep_sers_replicate_var,rep_sers_between_analyte_cos,rep_sers_replicate_margin,chem_raman_1nn,chem_raman_margin,chem_sers_1nn,chem_sers_margin,nu_modality_separability,si_peak_retention,si_peak_invention,si_peak_width_ratio,si_effective_rank,si_cross_analyte_duplicate_frac,si_negative_lobe_burden,si_edge_artefact_ratio,bg_variance_explained,inner_fold,cm_n_std,cm_chance_top1_std,cm_top1_r2s_std,cm_top1_s2r_std,cm_top1_std,cm_top3_std,cm_top5_std,cm_mrr_std,cm_median_rank_std,cm_matched_cos_std,cm_mismatched_cos_std,cm_matched_minus_mismatched_std,pk_matched_std,pk_mismatched_std,pk_random_std,pk_effect_vs_mismatched_std,pk_effect_size_std,pk_n_analytes_std,n_stages,n_hyperparams,runtime_s,outer_fold,cm_mrr_fold_std,cid,arm,cfg_baseline_r,cfg_smooth_r,cfg_baseline_s,cfg_smooth_s,cfg_background,cfg_bg_params,cfg_aggregate,cfg_derivative,cfg_norm_r,cfg_norm_s,cfg_peak_transform,reject_reasons,rejected
10.2,0.09818181818181818,0.22409090909090906,0.11772727272727272,0.17090909090909093,0.3743181818181818,0.5518181818181819,0.3527638150990423,5.0,0.853045465811441,0.8508779866630389,0.002167479148401813,0.3012061887904134,0.2667192498034744,0.20807110540417692,0.034486938986938984,0.11443406473514132,10.2,0.9769976118440755,2.7754301286813436e-05,0.6740602417723791,0.30293737007169647,0.9985149282230659,1.9286646427754457e-06,0.9906437634899754,0.00787116473309039,0.9861918276082363,0.25801426231668234,0.7950909090909091,0.006545860622253768,0.0787421914966655,1.0,0.0,1.0,61.958010481815016,0.30434782608695654,0.0,0.8600257245454065,0.0,1.5,0.4,0.0036363636363636377,0.11817772530300345,0.031524196456186114,0.056738521311917534,0.05678024370816496,0.06848146050764413,0.043173073826442275,0.641619209529356,0.04538642444964855,0.046048150635034445,0.0025368734021265016,0.1301857848410199,0.11622753945182969,0.08208274098724562,0.04604314278682517,0.14610421887719136,0.4,1.0,0.0,0.23561525344848633,2.0,0.007089581010403101,BASE_raw_l2,baseline,none,none,none,none,none,{},mean,0,l2,l2,full,sers_chemistry_drop|analyte_collapse,True
10.2,0.09818181818181818,0.2545454545454545,0.11863636363636362,0.1865909090909091,0.41,0.6479545454545454,0.38085269086973633,4.25,0.5725749609313436,0.5381683116309948,0.03440664930034904,0.6762858641928794,0.6613434713267659,0.4910599824723585,0.014942392866113425,0.0659177486954793,10.2,0.9883643173820321,1.3497950003171783e-05,0.34360308245412463,0.6447612349279075,0.9466389543376316,6.930005929931843e-05,0.8417004428440695,0.1049385114935619,0.9820671777482921,0.6042141409609759,0.8893636363636365,0.10603101289899733,0.14502063808491383,1.0,0.0,1.0041025486964115,82.24360953952305,0.0,0.0025131678856775757,0.8415188247020161,0.0,1.5,0.4,0.0036363636363636377,0.11614562350472908,0.06490939261173567,0.0754355439181987,0.08890841301602685,0.1337558417536478,0.06545360748664024,1.0002337196761442,0.03328933389291486,0.04708933754479102,0.027966805736359984,0.09837379579292652,0.08750790020732165,0.06079585711711286,0.03861295687682914,0.168962882034508,0.4,5.0,6.0,0.5681226253509521,2.0,0.03568184980650685,BASE_asls_sg_l2,baseline,asls,"savgol(poly=3,window=9)",asls,"savgol(poly=3,window=9)",none,{},mean,0,l2,l2,full,,False
10.2,0.09818181818181818,0.2595454545454546,0.23409090909090913,0.24681818181818183,0.48636363636363633,0.6545454545454545,0.4365620244654336,3.825,0.15425296576581407,0.07728088845702677,0.07697207730878729,0.6762858641928794,0.6613434713267659,0.4910599824723585,0.014942392866113425,0.0659177486954793,10.2,0.9839557146626212,0.011651949288701436,0.07358724820384974,0.9103684664587716,0.5170867399513652,0.3863306080388744,0.16005951717231226,0.3570272227790531,0.9834140498304584,0.852046721009725,0.8747272727272726,0.38935324185496134,0.07826857226116143,1.0,0.0,1.0041025486964115,95.93107375626288,0.0,0.4999999999999988,0.8579924117419818,0.0,1.5,0.4,0.0036363636363636377,0.09847983674998428,0.16226013804251554,0.11210627898644492,0.12494193731463525,0.1331075900514563,0.09029227340576533,1.3528088829278357,0.0422286360930728,0.030093931499820314,0.05363343992619439,0.09837379579292652,0.08750790020732165,0.06079585711711286,0.03861295687682914,0.168962882034508,0.4,5.0,6.0,0.28757925033569337,2.0,0.02308247743413156,BASE_asls_sg_snv,baseline,asls,"savgol(poly=3,window=9)",asls,"savgol(poly=3,window=9)",none,{},mean,0,snv,snv,full,sers_replicate_drop,True
10.2,0.09818181818181818,0.2545454545454545,0.11863636363636362,0.1865909090909091,0.41,0.6479545454545454,0.38085269086973633,4.25,0.5725749609108083,0.538168311611485,0.0344066492993231,0.6762858641928794,0.6613434713267659,0.4910599824723585,0.014942392866113425,0.0659177486954793,10.2,0.9883643173550064,8.883333756701343e-08,0.3436030824447539,0.6447612349102525,0.9466389542959857,1.2988597070205352e-07,0.8417004428074796,0.10493851148850605,0.9820671777482921,0.6042141409465612,0.8893636363636365,0.10603101289491235,0.1450206380766184,1.0,0.0,1.0041025486964115,72.95133700795354,0.0,0.0025131678856752083,0.8415188242102394,0.0,1.5,0.4,0.0036363636363636377,0.11614562350472908,0.06490939261173567,0.0754355439181987,0.08890841301602685,0.1337558417536478,0.06545360748664024,1.0002337196761442,0.03328933389110208,0.04708933754244023,0.027966805735543998,0.09837379579292652,0.08750790020732165,0.06079585711711286,0.03861295687682914,0.168962882034508,0.4,5.0,6.0,0.23811759948730468,2.0,0.03568184980650685,BASE_asls_sg_area,baseline,asls,"savgol(poly=3,window=9)",asls,"savgol(poly=3,window=9)",none,{},mean,0,area,area,full,,False
10.2,0.09818181818181818,0.17272727272727273,0.1286363636363636,0.1506818181818182,0.39295454545454545,0.5711363636363636,0.3502551816869999,5.0,0.13068314558410057,0.10811158871765336,0.022571556866447205,0.5952419720985956,0.5722946842460018,0.43974593797746075,0.022947287852593687,0.13768502585856396,10.2,0.9562837384336069,5.124489308188728e-05,0.03590758061487566,0.9203761578187313,0.5301114102171791,0.0006102449217944944,0.2052720612318933,0.3248393489852858,0.9750785714949801,0.8394467202148306,0.899090909090909,0.33173396868538124,0.08587064366783825,0.8516483516483516,0.19999999999999996,1.017600808401137,109.0647866138052,0.0,0.4997284254290822,1.5305646190646724,0.0,1.5,0.4,0.0036363636363636377,0.08153459682474945,0.07334488137907405,0.06637784336696102,0.08752397194048181,0.1278153787379364,0.05621672025131277,1.219568001180123,0.04370552530168331,0.04138496261249709,0.019794908581724637,0.04719670412421442,0.04228861039772709,0.030397143741972155,0.04523606725852154,0.23348399151515203,0.4,6.0,6.0,0.2334813117980957,2.0,0.025529135180135616,BASE_asls_sg_l2_d1,baseline,asls,"savgol(poly=3,window=9)",asls,"savgol(poly=3,window=9)",none,{},mean,1,l2,l2,full,sers_replicate_drop|peak_loss|peak_invention,True
10.2,0.09818181818181818,0.14681818181818182,0.1759090909090909,0.16136363636363638,0.3809090909090909,0.5647727272727272,0.3500197756788666,4.925,-0.20558451407473055,-0.2554995489260361,0.04991503485130557,0.5022955536758485,0.4979732302810101,0.3798757542266971,0.00432232339483841,0.012025367521768613,10.2,0.9883643173820321,1.3497950003171783e-05,0.34360308245412463,0.6447612349279075,0.8140948310344696,0.00024143528436870422,0.4397629503256524,0.3743318807088171,0.9820671777482921,0.6042141409609759,0.867090909090909,0.3644447111899994,0.6119663670653593,1.0,0.0,1.009316547589889,80.61489655346142,0.0,0.009752723565556221,0.5622093009631037,0.015298693863691527,1.5,0.4,0.0036363636363636377,0.0648058564246323,0.09527709147159394,0.07205051590392582,0.07518051455394623,0.0989770379927433,0.04825443518636061,0.7575101114981964,0.16594715466790183,0.14308848940135147,0.038844420004064344,0.0775091917399043,0.06296899141013523,0.04535967841473317,0.043627758361973364,0.26398197664186296,0.4,6.0,6.0,0.2320707321166992,2.0,0.017361073951877245,BASE_asls_sg_l2_bgmean,baseline,asls,"savgol(poly=3,window=9)",asls,"savgol(poly=3,window=9)",mean,{},mean,0,l2,l2,full,sers_replicate_drop,True
10.2,0.09818181818181818,0.22409090909090906,0.11772727272727272,0.17090909090909093,0.3743181818181818,0.5518181818181819,0.3527638150990423,5.0,0.853045465811441,0.8508779866630389,0.002167479148401813,0.3012061887904134,0.2667192498034744,0.20807110540417692,0.034486938986938984,0.11443406473514132,10.2,0.9769976118440755,2.7754301286813436e-05,0.6740602417723791,0.30293737007169647,0.9985149282230659,1.9286646427754457e-06,0.9906437634899754,0.00787116473309039,0.9861918276082363,0.25801426231668234,0.7950909090909091,0.006545860622253768,0.0787421914966655,1.0,0.0,1.0,61.958010481815016,0.30434782608695654,0.0,0.8600257245454065,0.0,1.5,0.4,0.0036363636363636377,0.11817772530300345,0.031524196456186114,0.056738521311917534,0.05678024370816496,0.06848146050764413,0.043173073826442275,0.641619209529356,0.04538642444964855,0.046048150635034445,0.0025368734021265016,0.1301857848410199,0.11622753945182969,0.08208274098724562,0.04604314278682517,0.14610421887719136,0.4,1.0,0.0,0.22076525688171386,2.0,0.007089581010403101,A_none0_l2,A_baseline_norm,none,none,none,none,none,{},mean,0,l2,l2,full,sers_chemistry_drop|analyte_collapse,True
10.2,0.09818181818181818,0.22409090909090906,0.11772727272727272,0.17090909090909093,0.3743181818181818,0.5518181818181819,0.3527638150990423,5.0,0.8530454657737774,0.8508779866254604,0.002167479148316875,0.3012061887904134,0.2667192498034744,0.20807110540417692,0.034486938986938984,0.11443406473514132,10.2,0.9769976118081368,1.500456120379516e-07,0.6740602417457591,0.3029373700623777,0.9985149281757171,3.1628830853489157e-09,0.9906437634431656,0.007871164732551329,0.9861918276082363,0.25801426230829694,0.7950909090909091,0.006545860621948896,0.07874219149168016,1.0,0.0,1.0,54.39045835297337,0.30434782608695654,0.0,0.8600257240416649,0.0,1.5,0.4,0.0036363636363636377,0.11817772530300345,0.031524196456186114,0.056738521311917534,0.05678024370816496,0.06848146050764413,0.043173073826442275,0.641619209529356,0.045386424446877724,0.046048150632245044,0.0025368734020258634,0.1301857848410199,0.11622753945182969,0.08208274098724562,0.04604314278682517,0.14610421887719136,0.4,1.0,0.0,0.2322441577911377,2.0,0.007089581010403101,A_none0_area,A_baseline_norm,none,none,none,none,none,{},mean,0,area,area,full,sers_chemistry_drop|rank_collapse|analyte_collapse,True
10.2,0.09818181818181818,0.2,0.11727272727272728,0.15863636363636363,0.3336363636363636,0.5420454545454546,0.33843473698019155,4.925,0.6627972277020924,0.6471486524466898,0.01564857525540244,0.3012061887904134,0.2667192498034744,0.20807110540417692,0.034486938986938984,0.11443406473514132,10.2,0.985506717509133,0.0031459595484999185,0.5023020100144666,0.48320470749466626,0.9517212217050129,0.017511686021568613,0.8659258118174634,0.08579540988754943,0.9861918276082363,0.43494089241273814,0.8507272727272728,0.08056521946500642,0.11929295785755267,1.0,0.0,1.0,79.56813868706837,0.014492753623188406,0.007564353863517404,0.7887567651369942,0.0,1.5,0.4,0.0036363636363636377,0.10438673641806744,0.0463643146570724,0.06824353963787325,0.06713645141151511,0.04410852704684721,0.053993182582809496,0.7282286305754073,0.042548450634760454,0.049750384788569815,0.016661882899796858,0.1301857848410199,0.11622753945182969,0.08208274098724562,0.04604314278682517,0.14610421887719136,0.4,1.0,0.0,0.3527731418609619,2.0,0.008419789738387487,A_none0_robust,A_baseline_norm,none,none,none,none,none,{},mean,0,robust,robust,full,,False
10.2,0.09818181818181818,0.22409090909090906,0.11772727272727272,0.17090909090909093,0.3743181818181818,0.5518181818181819,0.3527638150990423,5.0,0.8530454658130532,0.8508779866646476,0.00216747914840571,0.3012061887904134,0.2667192498034744,0.20807110540417692,0.034486938986938984,0.11443406473514132,10.2,0.9769976118458837,0.005148439829138742,0.6740602417736374,0.30293737007224636,0.9985149282249741,0.001075174064685235,0.9906437634918663,0.00787116473310771,0.9861918276082363,0.2580142623171608,0.7950909090909091,0.00654586062226622,0.07874219149682227,1.0,0.0,1.0,57.291633276032805,0.30434782608695654,0.0,0.8600257245657057,0.0,1.5,0.4,0.0036363636363636377,0.11817772530300345,0.031524196456186114,0.056738521311917534,0.05678024370816496,0.06848146050764413,0.043173073826442275,0.641619209529356,0.045386424449735584,0.04604815063512273,0.0025368734021312947,0.1301857848410199,0.11622753945182969,0.08208274098724562,0.04604314278682517,0.14610421887719136,0.4,1.0,0.0,0.2993788242340088,2.0,0.007089581010403101,A_none0_p95,A_baseline_norm,none,none,none,none,none,{},mean,0,p95,p95,full,sers_chemistry_drop|rank_collapse|analyte_collapse,True
